"","","","","","","","","","","","","","","",""
"Team ID","Название","Город","Тур","1","2","3","4","5","6","7","8","9","10","11","12"
"53022","Солянка","Лесной","1","1","0","1","1","1","1","1","0","1","1","1","0"
"106708","Троянский оробел","Уфа","1","1","0","0","1","0","0","1","0","0","0","0","1"
"92794","Умный Пон","Махачкала","1","0","1","0","1","0","0","1","1","0","1","1","0"
"85671","Фарго","Уфа","1","1","0","0","1","0","0","0","1","1","0","0","1"
"4975","Фикус","Ванкувер","1","1","0","0","1","0","0","1","1","0","1","0","0"
"43486","Хомяки","Белгород","1","0","0","0","1","0","0","1","1","0","1","0","1"
"90784","Циклопы-скоморохи","Базель","1","0","0","0","0","0","0","1","1","0","0","0","1"
"51058","Элара","Чебоксары","1","1","0","0","1","0","0","1","1","0","1","0","1"
"","","","","","","","","","","","","","","",""
"Team ID","Название","Город","Тур","13","14","15","16","17","18","19","20","21","22","23","24"
"98414","Acquired Taste","Лондон","2","1","0","0","1","1","1","1","0","0","1","0","1"
"65752","А с виду приличные люди!","Белгород","2","1","0","1","1","0","0","1","1","1","1","0","1"
"107369","Второе дыхание","Белгород","2","1","0","0","1","0","0","1","0","0","0","0","1"
"108168","Дабл ять","Лондон","2","0","0","0","0","1","0","1","0","1","0","1","0"
"47399","Домино","Клайпеда","2","1","0","0","1","0","0","1","0","0","0","1","1"
"26609","Другое полушарие","Тула","2","1","0","1","1","1","0","1","0","0","1","0","1"
"77568","Енот, да не тот","Москва","2","1","0","1","1","0","0","1","0","0","0","0","1"
"49796","Жить хорошо","Клайпеда","2","1","0","0","0","0","0","0","0","0","0","0","0"
"57594","КБУ","Белгород","2","1","1","1","1","1","0","0","0","0","1","1","1"
"74113","Красные Перцы","Ванкувер","2","1","0","1","0","1","0","1","1","1","0","0","1"
"81111","Кто там?","Ванкувер","2","1","0","1","0","0","0","1","1","0","0","0","1"
"7894","Мыс Li","Тула","2","1","0","1","1","0","0","1","1","0","1","1","1"
"87165","Общество трезвости имени Чарльза Буковски","Уфа","2","1","0","1","1","1","0","1","0","0","1","0","1"
"108136","Первомай","Базель","2","0","0","1","1","0","0","1","0","0","1","1","0"
"46978","Пикачу","Белгород","2","1","0","1","1","1","0","1","1","0","1","1","1"
"103062","ПЛ","Белгород","2","1","0","1","0","0","0","1","0","0","0","0","1"
"97467","Плюшки","Белгород","2","1","0","1","1","0","0","1","1","1","1","0","0"
"69131","Посторонним Пэ","Бишкек","2","1","0","0","1","1","0","1","0","0","1","0","0"
"102954","Постоянная Планка","Базель","2","0","0","1","1","1","0","0","0","0","1","0","0"
"108137","Просто 42","Базель","2","0","0","0","1","0","0","1","0","0","0","0","0"
"2416","Ромашка","Омск","2","1","0","1","1","0","0","1","1","0","1","1","1"
"92474","С как сборник","Лондон","2","1","0","1","1","0","1","1","1","1","1","0","0"
"52999","Сборная солянка","Уфа","2","1","0","1","1","1","0","1","0","1","0","1","1"
"105314","Сборник","Лондон","2","1","0","1","0","1","0","1","0","0","0","0","0"
"105360","Слабоумие и отвага","Бишкек","2","1","0","1","1","0","0","1","0","0","0","0","0"
"53022","Солянка","Лесной","2","1","1","1","1","0","0","1","0","1","1","1","1"
"106708","Троянский оробел","Уфа","2","1","0","0","1","1","0","1","0","1","1","0","1"
"92794","Умный Пон","Махачкала","2","1","0","1","1","1","0","1","1","0","1","0","1"
"85671","Фарго","Уфа","2","1","0","0","0","0","0","1","0","0","0","1","1"
"4975","Фикус","Ванкувер","2","1","0","1","1","1","0","1","1","0","1","0","0"
"43486","Хомяки","Белгород","2","1","0","1","1","1","1","1","1","0","1","1","1"
"90784","Циклопы-скоморохи","Базель","2","0","0","1","1","0","0","1","0","0","0","0","1"
"51058","Элара","Чебоксары","2","1","0","1","1","0","0","1","0","0","0","1","1"
"","","","","","","","","","","","","","","",""
"Team ID","Название","Город","Тур","25","26","27","28","29","30","31","32","33","34","35","36"
"98414","Acquired Taste","Лондон","3","1","1","1","1","1","1","1","1","0","1","0","0"
"65752","А с виду приличные люди!","Белгород","3","1","1","1","1","0","0","0","1","0","0","1","0"
"107369","Второе дыхание","Белгород","3","1","0","0","0","0","0","0","0","0","1","1","0"
"108168","Дабл ять","Лондон","3","0","0","1","1","0","0","0","0","0","1","1","0"
"47399","Домино","Клайпеда","3","1","0","1","0","0","1","0","1","0","0","0","0"
"26609","Другое полушарие","Тула","3","1","0","1","1","0","1","1","1","0","0","1","0"
"77568","Енот, да не тот","Москва","3","1","1","1","0","1","1","0","1","0","1","1","1"
"49796","Жить хорошо","Клайпеда","3","1","0","1","0","1","0","0","1","0","0","1","0"
"57594","КБУ","Белгород","3","0","1","1","0","0","0","0","1","0","0","1","0"
"74113","Красные Перцы","Ванкувер","3","1","1","1","0","0","0","1","1","0","0","0","0"
"81111","Кто там?","Ванкувер","3","1","0","1","1","0","0","0","1","0","0","1","0"
"7894","Мыс Li","Тула","3","1","1","0","1","0","0","1","1","0","0","1","0"
"87165","Общество трезвости имени Чарльза Буковски","Уфа","3","1","0","1","0","0","1","1","0","0","0","1","0"
"108136","Первомай","Базель","3","1","0","1","0","0","0","0","0","0","0","0","0"
"46978","Пикачу","Белгород","3","1","1","1","0","1","1","1","0","1","0","0","0"
"103062","ПЛ","Белгород","3","1","1","1","1","0","0","1","0","0","0","1","1"
"97467","Плюшки","Белгород","3","0","0","1","1","0","0","1","1","0","0","0","0"
"69131","Посторонним Пэ","Бишкек","3","0","1","1","1","0","0","0","1","0","1","0","0"
"102954","Постоянная Планка","Базель","3","1","0","1","1","0","0","0","0","0","0","1","1"
"108137","Просто 42","Базель","3","0","0","1","0","0","0","0","0","0","0","0","0"
"2416","Ромашка","Омск","3","1","1","1","1","1","1","1","1","1","1","1","0"
"92474","С как сборник","Лондон","3","1","0","1","1","1","1","1","1","0","1","1","1"
"52999","Сборная солянка","Уфа","3","1","1","0","1","0","1","1","0","0","0","1","1"
"105314","Сборник","Лондон","3","1","0","1","1","0","0","0","1","1","0","0","0"
"105360","Слабоумие и отвага","Бишкек","3","1","0","1","1","0","0","0","0","1","0","1","1"
"53022","Солянка","Лесной","3","1","1","1","0","1","0","1","1","0","1","1","1"
"106708","Троянский оробел","Уфа","3","1","0","1","1","1","0","1","0","0","0","1","0"
"92794","Умный Пон","Махачкала","3","1","1","0","0","0","1","1","1","0","1","1","0"
"85671","Фарго","Уфа","3","1","0","1","1","0","0","0","0","0","0","1","0"
"4975","Фикус","Ванкувер","3","1","1","1","0","0","1","1","0","0","1","1","0"
"43486","Хомяки","Белгород","3","1","1","1","0","0","0","1","0","0","0","0","0"
"90784","Циклопы-скоморохи","Базель","3","1","0","0","0","0","0","0","1","0","0","1","1"
"51058","Элара","Чебоксары","3","1","1","1","0","1","0","0","1","0","0","1","1"
